ID,original_firstorder_10Percentile_h2,original_firstorder_90Percentile_h2,original_firstorder_Energy_h2,original_firstorder_Entropy_h2,original_firstorder_InterquartileRange_h2,original_firstorder_Kurtosis_h2,original_firstorder_Maximum_h2,original_firstorder_Mean_h2,original_firstorder_MeanAbsoluteDeviation_h2,original_firstorder_Median_h2,original_firstorder_Minimum_h2,original_firstorder_Range_h2,original_firstorder_RobustMeanAbsoluteDeviation_h2,original_firstorder_RootMeanSquared_h2,original_firstorder_Skewness_h2,original_firstorder_TotalEnergy_h2,original_firstorder_Uniformity_h2,original_firstorder_Variance_h2,original_glcm_Autocorrelation_h2,original_glcm_ClusterProminence_h2,original_glcm_ClusterShade_h2,original_glcm_ClusterTendency_h2,original_glcm_Contrast_h2,original_glcm_Correlation_h2,original_glcm_DifferenceAverage_h2,original_glcm_DifferenceEntropy_h2,original_glcm_DifferenceVariance_h2,original_glcm_Id_h2,original_glcm_Idm_h2,original_glcm_Idmn_h2,original_glcm_Idn_h2,original_glcm_Imc1_h2,original_glcm_Imc2_h2,original_glcm_InverseVariance_h2,original_glcm_JointAverage_h2,original_glcm_JointEnergy_h2,original_glcm_JointEntropy_h2,original_glcm_MCC_h2,original_glcm_MaximumProbability_h2,original_glcm_SumAverage_h2,original_glcm_SumEntropy_h2,original_glcm_SumSquares_h2,original_gldm_DependenceEntropy_h2,original_gldm_DependenceNonUniformity_h2,original_gldm_DependenceNonUniformityNormalized_h2,original_gldm_DependenceVariance_h2,original_gldm_GrayLevelNonUniformity_h2,original_gldm_GrayLevelVariance_h2,original_gldm_HighGrayLevelEmphasis_h2,original_gldm_LargeDependenceEmphasis_h2,original_gldm_LargeDependenceHighGrayLevelEmphasis_h2,original_gldm_LargeDependenceLowGrayLevelEmphasis_h2,original_gldm_LowGrayLevelEmphasis_h2,original_gldm_SmallDependenceEmphasis_h2,original_gldm_SmallDependenceHighGrayLevelEmphasis_h2,original_gldm_SmallDependenceLowGrayLevelEmphasis_h2,original_glrlm_GrayLevelNonUniformity_h2,original_glrlm_GrayLevelNonUniformityNormalized_h2,original_glrlm_GrayLevelVariance_h2,original_glrlm_HighGrayLevelRunEmphasis_h2,original_glrlm_LongRunEmphasis_h2,original_glrlm_LongRunHighGrayLevelEmphasis_h2,original_glrlm_LongRunLowGrayLevelEmphasis_h2,original_glrlm_LowGrayLevelRunEmphasis_h2,original_glrlm_RunEntropy_h2,original_glrlm_RunLengthNonUniformity_h2,original_glrlm_RunLengthNonUniformityNormalized_h2,original_glrlm_RunPercentage_h2,original_glrlm_RunVariance_h2,original_glrlm_ShortRunEmphasis_h2,original_glrlm_ShortRunHighGrayLevelEmphasis_h2,original_glrlm_ShortRunLowGrayLevelEmphasis_h2,original_glszm_GrayLevelNonUniformity_h2,original_glszm_GrayLevelNonUniformityNormalized_h2,original_glszm_GrayLevelVariance_h2,original_glszm_HighGrayLevelZoneEmphasis_h2,original_glszm_LargeAreaEmphasis_h2,original_glszm_LargeAreaHighGrayLevelEmphasis_h2,original_glszm_LargeAreaLowGrayLevelEmphasis_h2,original_glszm_LowGrayLevelZoneEmphasis_h2,original_glszm_SizeZoneNonUniformity_h2,original_glszm_SizeZoneNonUniformityNormalized_h2,original_glszm_SmallAreaEmphasis_h2,original_glszm_SmallAreaHighGrayLevelEmphasis_h2,original_glszm_SmallAreaLowGrayLevelEmphasis_h2,original_glszm_ZoneEntropy_h2,original_glszm_ZonePercentage_h2,original_glszm_ZoneVariance_h2,original_ngtdm_Busyness_h2,original_ngtdm_Coarseness_h2,original_ngtdm_Complexity_h2,original_ngtdm_Contrast_h2,original_ngtdm_Strength_h2,original_shape_Elongation_h2,original_shape_Flatness_h2,original_shape_LeastAxisLength_h2,original_shape_MajorAxisLength_h2,original_shape_Maximum2DDiameterColumn_h2,original_shape_Maximum2DDiameterRow_h2,original_shape_Maximum2DDiameterSlice_h2,original_shape_Maximum3DDiameter_h2,original_shape_MeshVolume_h2,original_shape_MinorAxisLength_h2,original_shape_Sphericity_h2,original_shape_SurfaceArea_h2,original_shape_SurfaceVolumeRatio_h2,original_shape_VoxelVolume_h2
1.nii.gz,139.0,197.0,59920306.0,2.0083021407582526,28.0,5.716050499631143,224.0,169.73609059576563,19.21870437078072,174.0,35.0,189.0,11.899898834563727,171.76396214078304,-1.3575696278482443,97447299.40002441,0.3124565298920402,692.5182395663861,41.33017307709721,46.81865763651301,-5.744898446329315,2.85466628703241,0.811721825302109,0.550073954037046,0.6112839753717845,1.314615893405319,0.41011851675503264,0.7263225684160031,0.7144017973071402,0.9878245962115172,0.9342716939445066,-0.167836913584828,0.6260349025208403,0.44951740542554663,6.388925924970445,0.13757502538456226,3.460601018178676,0.6498984902198768,0.25467983429619406,12.77785184994089,2.630010545780192,0.9165970280836298,5.779689924229676,134.09502708025605,0.06602413937974201,17.72192221938583,634.5992122107336,1.193259766577187,40.96208764155588,91.31314623338257,3940.952240275726,2.2466352328310277,0.03034776790249991,0.056387101014832845,2.027979076107793,0.0034752825413767916,407.44253918667175,0.28027374846502134,1.431274508202218,40.2202632379649,3.373872767913698,140.9541290485777,0.09314338234247704,0.03262604574394145,3.31610225340524,854.5450687286168,0.5610587502619191,0.7085179714426391,0.9652068446543663,0.7613313125145242,30.105309501300688,0.02640241001463672,18.38738738738739,0.1656521386251116,3.5940264588913235,32.909909909909906,6183.936936936937,269481.0990990991,146.31574420083348,0.0688964091642663,25.55855855855856,0.23025728431133838,0.46627806000971245,16.553161428169936,0.04059013208886638,4.978202746734741,0.05465288035450517,5849.145848551254,3.6551500309547293,0.0041643259938014595,14.966905520488378,0.01937592915807591,0.16817299962355328,0.5695921811752714,0.29756801782880915,16.325534564179637,54.863202985650545,55.6902054836971,47.74935577117769,43.40374137819227,55.99018119835834,3197.6087061564126,31.24965145485836,0.28433287189045775,3691.53733132947,1.1544681262038372,3302.9782104492188
10.nii.gz,118.0,172.0,164342470.0,1.9178499333819725,28.0,4.5583922552484335,225.0,146.79726284717563,17.161674099593373,149.0,16.0,209.0,11.639288374063195,148.49414986888803,-0.7360589575283132,258192537.5257492,0.31832812698114143,501.0761658610066,41.99078778481236,19.1334134143598,-1.6018150634348167,2.1950635019085407,0.8710183425944206,0.42684373843202567,0.6484660201948895,1.3647193487676952,0.43525453922296714,0.7102910928834512,0.6979401801695482,0.9915374531400063,0.9426975304875831,-0.10170800458764605,0.49883204051895336,0.47741077906468493,6.45440765709195,0.12822138731183136,3.4812003305361596,0.46623530946449737,0.22015612009653593,12.9088153141839,2.569141285922145,0.7665204611257402,5.785784944796093,478.9452569435127,0.06426207660586511,18.386229882405075,2372.4995303904466,0.8845109031490672,41.69488796457802,105.1312223265799,4539.445324030592,2.552511422530211,0.02688876104904246,0.04634963273700529,1.7593288605442863,0.0018003310717298023,1472.709856914992,0.28968262461370897,1.0390990858426603,41.15513441518847,3.4009314937152886,144.24648135006862,0.0872018352330083,0.027919937482803046,3.3319630602614456,2772.0111471055375,0.5278989280797567,0.6802423391716295,0.9472360335577853,0.7433724652057828,30.231300590242252,0.02146221498510101,61.71661237785016,0.20103131067703636,2.9774321212957164,36.557003257328994,24809.306188925082,1086762.4625407166,581.5265484094772,0.04395685198316267,74.6742671009772,0.24323865505204298,0.5014150918302309,18.533111032320253,0.02370422325624624,5.188395566084006,0.04119146652354756,24219.939628006665,10.845292833942839,0.001005711307295522,23.330477687295538,0.009723674933431986,0.05383042849711807,0.5605200639312282,0.2974295817979972,21.83074115496578,73.39801583620684,71.01196886645263,50.450437491328124,58.36420953583139,74.88753849054658,11518.77936999003,41.14106052893596,0.2613130670931413,9439.028637203908,0.8194469512798801,11709.139957427979
100.nii.gz,79.0,177.0,90147236.0,2.531507012324435,50.0,3.4449387317108315,207.0,135.6744288224956,30.078910639329628,144.0,-57.0,264.0,21.81705400527558,140.7262389924105,-0.8597868275348078,82624076.66020203,0.2040166202847162,1396.3237046386068,83.61379990849903,157.84709461396764,-14.584384454386704,7.180912995235834,0.6515654567951348,0.8312239753258908,0.5303582289819876,1.2210196965322337,0.3562546781731807,0.7535918343285597,0.7468621135194753,0.9955504140983046,0.9598559326011459,-0.3497342091218493,0.8927937196662119,0.43725069861366755,9.054309704540213,0.09144812137880057,3.986458756103235,0.8675152891225528,0.19465289339998643,18.108619409080426,3.2853692555924923,1.9581196130077425,6.463540692731745,289.4855008787346,0.0635952330577185,19.246065770738294,928.6836555360281,2.353631807104623,82.58831282952548,108.81282952548331,9485.272847100176,1.3583038165301704,0.014377878999754451,0.0413388626380113,2.635128298612345,0.0011932669876211844,580.4370343221759,0.18794943091708977,2.6347922324497173,80.56475022521565,3.4863612406959366,297.42682203250797,0.04651432923677575,0.01523633097879338,3.939115573690882,1660.4626711381386,0.5167029750510157,0.6744626199810734,0.9469898901874848,0.7311475251187962,57.63491630978702,0.011718368371165945,24.04597701149425,0.13819527018100144,4.367981239265425,54.41954022988506,11229.218390804597,1041151.7126436782,125.13332379106417,0.033423525740227236,30.298850574712645,0.1741313251420267,0.4164942132537684,21.23463361177793,0.019331943939549685,5.81415564987474,0.038224956063268895,10544.824679614216,2.333536226095174,0.0030100043864142783,29.56366082067066,0.014233117827837516,0.26828261803398423,0.5697279736711227,0.31401871676691506,18.720221811907955,59.614987299637015,55.14929940409001,41.7578812430006,51.213755561348066,55.152069227285295,4079.392900466919,33.96432591465191,0.2302034325110176,5363.348530583869,1.3147418406229003,4172.116790771484
101.nii.gz,145.0,191.0,81827303.0,1.815980310304744,21.0,9.165027432214396,224.0,168.02432146633768,16.2520835691413,172.0,22.0,202.0,8.944283567828895,169.83197132552638,-2.047524497292687,83159543.7882843,0.3602226681538047,610.7258800912311,54.35617875204245,49.21847914697302,-5.495531530566529,2.475772397532742,0.5193497602211617,0.6488478771764759,0.45897189148712586,1.1071521031424092,0.2964442414748007,0.7801926195706894,0.7765219279889778,0.9937265926917398,0.9546442370955807,-0.22542734300972786,0.7099496380078132,0.40956140842863586,7.339401134131634,0.17852319264118036,3.0423660223910898,0.7838733762766688,0.2814531028324688,14.678802268263269,2.4815223180431207,0.7487805394384761,5.588422011371437,203.01973916108565,0.07156141669407319,15.363318622229619,1021.951709552344,1.0797047276354343,53.416284807895664,95.66690165667958,5275.193514275643,1.8134353623823973,0.02186360035339088,0.04320532967547782,1.7732580360287555,0.0020338568534506757,665.0400966724355,0.334440252471628,1.3185700666662197,52.58314638358577,3.4749900503663564,189.11381246653494,0.07042592214812639,0.023216092433987406,3.182027830287206,1132.9120996245636,0.5416638997870727,0.6937989750820207,0.9622679909633752,0.7442740197396913,38.58655121458761,0.018203446464319914,19.678571428571427,0.1757015306122449,3.213966836734694,33.267857142857146,12481.848214285714,694544.3214285715,228.85567704677774,0.05712499831281719,25.607142857142858,0.22863520408163265,0.47482718408014524,15.260781543551685,0.034015740680331565,5.065146430525691,0.03947832217130772,11840.22122130102,3.513919795640328,0.0030983685670020367,16.316571990954085,0.010793741094697464,0.224582800459163,0.4519061507700956,0.2210771833659819,14.591534951322426,66.00199409618355,48.64778336966882,37.66022431860356,47.23426548790233,53.524612754621835,2733.542163848877,29.826707095156884,0.22132746287434452,4271.686152793003,1.5626926152031222,2883.1895599365234
102.nii.gz,178.0,239.0,134321405.0,2.040907530106609,34.0,5.74768979195997,278.0,209.61135081314305,19.841096370865095,212.0,67.0,211.0,14.148019044766096,211.14122994905787,-0.9270456756470199,96074155.56907654,0.2816824626199402,643.7005946904051,48.74206235746552,33.556371486030656,-2.070556437337575,3.218390225749,0.5958810533389783,0.6849894897382598,0.5041087992401974,1.150278156568019,0.3177888319346011,0.7628371966058833,0.757107979614623,0.9941580223624876,0.9548613353262648,-0.26575060248319604,0.7728514400393796,0.4275171194278572,6.934399302214677,0.12411350782877914,3.451438281500405,0.7434360267613846,0.22826340516897636,13.868798604429355,2.7970840921053903,0.9535678197719941,5.887741728342632,219.3650846332559,0.07280620133861795,15.067093375327119,848.7092598738799,1.1073585433362167,48.77829405907733,105.81911715897776,5150.183538001991,2.3510634152463705,0.024386992418508634,0.029727887505475833,1.3282281835749297,0.002164615555443438,554.9521631986828,0.27369940569989487,1.2355096950885789,48.779970321872526,3.8919770024239786,188.60994703468393,0.09061965237114047,0.02559607668526493,3.431921891759175,1107.8776535439576,0.5132412042208702,0.6720620899180475,1.1142173976761656,0.7192116122345003,35.039726894579324,0.019306102855304277,9.17910447761194,0.1370015593673424,5.830251726442414,42.73134328358209,17415.298507462685,886389.0298507463,361.9679487271692,0.09424009252678407,11.805970149253731,0.1762085096903542,0.4169698329111256,16.23242499022634,0.06947536466087108,5.280578884739986,0.02223697311649519,15392.98418355981,3.0064067063715476,0.003497982873194052,18.07809716760175,0.008983716951155346,0.20600151294495125,0.6310107577187101,0.23833773384849025,11.639881201659025,48.83776065882384,51.135886677068584,36.643280987159244,39.17220921900699,52.54309289838318,2102.881669998169,30.81715235860944,0.2313154998862318,3431.541693955557,1.6318282397499546,2155.0655364990234
103.nii.gz,121.0,179.0,135123219.0,2.0069893487411816,31.0,5.812165496876016,211.0,151.7806417674908,19.459634145137855,157.0,19.0,192.0,13.178685189321474,153.92646850516087,-1.3150397069275395,119134345.97539902,0.30565339805804354,655.9944911189077,45.10657405864738,46.9263431260035,-5.129630035235039,2.9077961940946704,0.7090557508162486,0.5954096860291683,0.5714890571095255,1.2310519409790892,0.35574237271129977,0.7365113951500988,0.7280086634772907,0.9914838656711356,0.9440894298662801,-0.19761442209096705,0.6705823423771023,0.45743907104671805,6.6750216767391395,0.13168344732725876,3.428500290308666,0.8734708413640138,0.26065083785311877,13.350043353478283,2.6666295815712977,0.9042129862277298,6.038585230414466,348.7506575486586,0.06115214054859874,20.35832822252495,1743.141329125022,1.1254475704543654,44.567946694722075,121.33210590917061,5616.430825881115,2.8348868008198465,0.02679104384267394,0.03275328215319787,1.2932636678077212,0.001454912257901406,1043.6610742153503,0.2785706411528919,1.3206468682300332,43.865083972543225,4.908809361127765,221.49618330612572,0.12253006272958482,0.028424392952949185,3.538549018836203,1993.0213972184852,0.4973497098609947,0.6519780412468472,1.6595474002483934,0.7095491717119413,30.699329176622406,0.021142170485177466,27.554054054054053,0.18617604090577064,3.3588385682980277,35.41891891891892,29812.087837837837,1396737.304054054,654.6708634835942,0.05904360036056464,22.87837837837838,0.1545836376917458,0.3920063725511337,13.682061748072169,0.026044785463998448,5.646805649603141,0.025951253726109066,28327.235345142442,7.6613062486477075,0.001612699925324025,17.36929683681683,0.01329285714314924,0.076631704983535,0.5450859200105616,0.28877980374323264,16.55882985402668,57.34067839712882,55.90619708464386,45.070478561024025,43.03738304208712,60.38355303534938,4976.156234741211,31.255596438128695,0.29241460394633645,4820.3777230267715,0.968695011899573,5028.174877166748
104.nii.gz,186.0,234.0,198319033.0,1.8292996692758048,26.0,28.32287506885842,276.0,209.16968882919184,16.702355291689837,212.0,-67.0,343.0,10.94657254976367,210.70469937339905,-3.348456511346544,205355491.3051033,0.34302718605695304,644.5116131335286,143.48569041855205,66.17704681929838,-4.058737225420583,2.067083214929074,0.6932027829703583,0.4693064768663121,0.5653476024230453,1.2310936270791422,0.3541913433079128,0.7378877236701802,0.7300796783004782,0.9969497458197586,0.9651320016612672,-0.1359749008776453,0.5391101969404472,0.4603103012337368,11.96418783079015,0.14818517944528017,3.1986138871772813,0.5531155497624956,0.2785842420895402,23.9283756615803,2.445714829239595,0.690071499474858,5.569206101873297,333.7047235280949,0.0747044377721278,13.873406097366813,1532.3024401164091,1.1190530422110474,142.43989254533244,89.71188717259906,12964.189164987687,0.6337819775897412,0.008091712457152489,0.03730569597489522,5.066589542161813,0.0005006366114604662,1016.8386063279582,0.3220571045427873,1.3660604800486749,141.72583019274813,3.822605038751737,545.6354443986143,0.028953203343381636,0.008532065349086088,3.160802662844185,1896.8577018527685,0.5627068198277626,0.7035181071447022,1.1429630768528274,0.7541583992713021,106.30836556483656,0.0067192007541882525,20.29850746268657,0.15148139897527288,6.9102249944308305,127.58208955223881,23578.231343283584,3364289.73880597,166.6058780906026,0.02087020455080256,21.791044776119403,0.16261973713521943,0.3733167952363556,48.9543867050921,0.005897948435214151,5.587513471282691,0.029997761361092456,22466.954388505234,2.2597876202650187,0.0018108198728606062,45.583324810444786,0.006010301060572626,0.4399136040375887,0.4855349422506493,0.22870865339530627,14.673203401690408,64.15674782680323,56.6917184692188,50.66654849456926,47.8178631735324,62.996800689600455,4404.545738697052,31.150342851076374,0.2365471462287612,5493.306455117199,1.2471902395869372,4625.4913902282715
105.nii.gz,114.0,175.0,130854656.0,1.9886505209501015,28.0,3.91855024727852,212.0,147.63804310639753,18.590591167131656,151.0,31.0,181.0,12.37700582299466,149.61157143032136,-0.8616294827682558,191504419.3310547,0.3066634799984878,586.6305335636567,30.448495887586446,25.164448117456836,-2.925197535890479,2.5765484285723548,0.9327148299495229,0.4574205070151932,0.6711745379473151,1.3921202195051192,0.46008919040254376,0.7041391938827446,0.6904139745560133,0.9861221801980208,0.9282343310396282,-0.11846179613749072,0.5291283270612172,0.47774148765602586,5.48063250769747,0.12395797326977272,3.578236849859602,0.4928953584499168,0.23618773106901925,10.96126501539494,2.6404732589628193,0.8773158146304693,5.76464443567601,396.8487854943551,0.06788381551391637,16.447884690989355,1792.7547040711597,1.025736783393214,30.479473144030106,93.05679096818338,2938.888299692097,3.2069315986743656,0.04012313010504693,0.046196954909522706,1.2548005562536015,0.003062960139586881,1143.5630184705094,0.27779589452693404,1.1838489201328422,30.10585364613553,3.2949913519711767,102.21072606301396,0.12391821166845822,0.04212225386670803,3.3194158864102556,2384.0311402696516,0.5555811183075886,0.7018211005552778,0.9132915807555513,0.7596045588641934,22.635230968160787,0.033335896892133406,44.230088495575224,0.1957083561751116,3.3080311692379984,25.93362831858407,20589.40707964602,666840.9955752213,662.4576657912428,0.08053021466698775,48.61946902654867,0.21513039392278174,0.4678023012280482,11.41484529872371,0.0434867141015557,5.316470883474939,0.0386589120766336,19920.292113712898,12.854391305058845,0.0013782152284317177,14.237690445101,0.018037867460722546,0.03966125870528258,0.5153955283126144,0.2730485381859256,19.708176210899005,72.17828867290699,62.597604725261554,50.743774633569586,56.30722620716218,67.01258959558749,8516.22852563858,37.20036722327329,0.2622983534447939,7688.709127397086,0.9028302967974379,8555.55980682373
106.nii.gz,98.0,158.0,156761787.0,1.9617961340184789,27.0,4.324010038078855,195.0,133.49805996472662,18.76930598973319,139.0,22.0,173.0,12.060645227012202,135.76347442391977,-1.1478848830269268,130782360.04179212,0.3142708667066888,609.9889733085735,35.39700755957519,33.84148664888471,-4.254075167706126,2.8022407232251734,0.6862747553455613,0.5926142323521016,0.5454658594103373,1.2404544406717704,0.3675536990803127,0.7495776998706096,0.7413479598883538,0.9896656152917214,0.9409291644911396,-0.19326144657614458,0.6656811325965486,0.43319020640863,5.90482842592594,0.1456285241829433,3.3517946488963823,0.6146383516237726,0.2902406619880603,11.809656851851882,2.6429018599944607,0.8721288696426839,5.7495831234291455,593.6288065843621,0.06979762570068926,15.63831150953497,2672.873721340388,1.0660642475757767,35.45349794238683,98.94873603762493,3687.575778953557,2.895320664381763,0.033735465399171626,0.03880878589670232,1.0944535691882311,0.002173623964418471,1678.0584979782018,0.28583992393482266,1.2077549607502782,34.7444502738993,3.5849767059167097,129.7753716623533,0.11475224518645984,0.03537622329459766,3.3338932534044825,3337.461786656927,0.5448743176932344,0.6874055985167096,1.1170529550284274,0.7524448156698332,25.636573875356063,0.027815264415044946,51.27169811320755,0.19347810608757565,2.4207903168387324,24.849056603773583,38082.50943396227,1450569.6075471698,1030.825018375904,0.06719722008300175,52.39622641509434,0.19772160911356354,0.4356062854752556,9.888931653201496,0.03606410405078778,5.369335970690959,0.03115814226925338,37052.46279814881,14.770567204881948,0.0010939918064680973,12.520213840778169,0.015415065242480305,0.03799337473231281,0.8762449105531118,0.3128347654701144,19.076350521272904,60.9789979467461,62.532049399876286,51.458708612205015,51.93733606415915,65.43961748342578,6738.608870174103,53.432536601464925,0.16176138609251844,10665.70164998075,1.582774999330861,7095.504545093263
107.nii.gz,137.0,196.0,258473112.0,2.0476770557040704,28.0,7.1548500313329555,225.0,168.00291120815137,19.12484180431016,172.0,-2.0,227.0,11.720117252041737,170.12088807755384,-1.4927904718618323,227888481.1820984,0.30106775014972215,716.1383858816022,68.15721971735302,60.05280949353577,-5.411289439434167,3.57981579960636,0.7629217276006328,0.6472958927183631,0.5897266762186401,1.2507095347089925,0.3751487706067749,0.7323081142050681,0.7224050696950199,0.9938304188146984,0.9519471850235066,-0.22889021046742847,0.7253788138557274,0.4538241485598285,8.212861392688243,0.11797860601331053,3.632904438935777,0.7251198754916894,0.1982349876246771,16.425722785376486,2.8491379893889266,1.0856843818017483,5.9407565240585205,643.3159780539693,0.07203179689328959,15.039456520317795,2688.8360765871685,1.2264947047156503,68.94625461874371,99.03336692419661,6879.469824207816,1.5156958351004828,0.016382078847827254,0.03261887786626343,2.0623169216464343,0.0007273061008272991,1792.1196738945348,0.2897917596723503,1.3860876104934736,68.47034634993615,4.8599898980114595,338.19291519035744,0.07596040665672926,0.016934160095553114,3.433289787165477,3705.9446555309405,0.5467876780387013,0.6859684934928468,1.6419149166057514,0.7345461274512863,50.08790790837301,0.012726969585570368,30.34328358208955,0.15096160986114204,3.6761466300339096,54.930348258706466,72965.16915422886,5089656.661691543,1066.868750535591,0.03085135205541023,33.59701492537314,0.16714932798693102,0.39698432333232986,22.307627617115212,0.011496927248011869,5.764500491285212,0.022505878401074906,70990.8922551422,7.533040223412968,0.0010124760901709673,26.744220216402706,0.009154684110676771,0.09718193737131237,0.5884083702085954,0.37197230791285035,22.448581090789432,60.350140624040556,59.301278374258416,45.12521911736967,54.90548769791325,62.607717386898116,7877.775212128957,35.51052788645125,0.22187287840869427,8629.433700079273,1.09541507185849,7874.21178817749
